ID,Size,Type,"Date Commissioned",Length,"Water Supply System","Water Source","Off-Take Point",Barangay
12328,100,PVC,2000-09-11,32.831,"{""type"":""MultiLineString"",""coordinates"":[[[125.524205,7.075259],[125.524219,7.07525],[125.52445,7.075091]]]}","Tugbok Water Supply System","Conjunctive Water",Tugbok,"CATALUNAN PEQUENO"
12329,100,PVC,2000-09-11,27.994,"{""type"":""MultiLineString"",""coordinates"":[[[125.52445,7.075091],[125.524657,7.074945]]]}","Tugbok Water Supply System","Conjunctive Water",Tugbok,"CATALUNAN PEQUENO"
12330,100,PVC,2000-09-11,28.078,"{""type"":""MultiLineString"",""coordinates"":[[[125.524657,7.074945],[125.524867,7.074802]]]}","Tugbok Water Supply System","Conjunctive Water",Tugbok,"CATALUNAN PEQUENO"
12331,50,PVC,2000-09-11,66.47,"{""type"":""MultiLineString"",""coordinates"":[[[125.524513,7.074316],[125.524867,7.074802]]]}","Tugbok Water Supply System","Conjunctive Water",Tugbok,"CATALUNAN PEQUENO"
12332,100,PVC,2000-09-11,37.991,"{""type"":""MultiLineString"",""coordinates"":[[[125.524867,7.074802],[125.524888,7.07479],[125.52515,7.074607]]]}","Tugbok Water Supply System","Conjunctive Water",Tugbok,"CATALUNAN PEQUENO"
12333,50,PVC,2000-09-11,74.077,"{""type"":""MultiLineString"",""coordinates"":[[[125.524695,7.074115],[125.52515,7.074607]]]}","Tugbok Water Supply System","Conjunctive Water",Tugbok,"CATALUNAN PEQUENO"
12334,100,PVC,2000-09-11,25.62,"{""type"":""MultiLineString"",""coordinates"":[[[125.52515,7.074607],[125.525337,7.07447]]]}","Tugbok Water Supply System","Conjunctive Water",Tugbok,"CATALUNAN PEQUENO"
12335,100,PVC,2000-09-11,28.444,"{""type"":""MultiLineString"",""coordinates"":[[[125.525337,7.07447],[125.525551,7.074327]]]}","Tugbok Water Supply System","Conjunctive Water",Tugbok,"CATALUNAN PEQUENO"
12336,50,PVC,2000-09-11,77.545,"{""type"":""MultiLineString"",""coordinates"":[[[125.524874,7.073943],[125.525337,7.07447]]]}","Tugbok Water Supply System","Conjunctive Water",Tugbok,"CATALUNAN PEQUENO"
11809,75,PVC,2000-10-09,247.511,"{""type"":""MultiLineString"",""coordinates"":[[[125.535145,7.045282],[125.53531,7.045395],[125.535912,7.045785],[125.536136,7.045938],[125.536255,7.046012],[125.536584,7.046226],[125.536715,7.046314],[125.537019,7.046508]]]}","Tugbok Water Supply System","Conjunctive Water",Tugbok,"BAGO APLAYA"
11810,100,PVC,2000-10-09,59.523,"{""type"":""MultiLineString"",""coordinates"":[[[125.535398,7.044819],[125.535396,7.044821],[125.535139,7.045251],[125.535136,7.045258],[125.535136,7.045264],[125.535137,7.045272],[125.53514,7.045277],[125.535145,7.045282]]]}","Tugbok Water Supply System","Conjunctive Water",Tugbok,"BAGO APLAYA"
9352,75,PVC,2000-10-10,277.178,"{""type"":""MultiLineString"",""coordinates"":[[[125.566867,7.050213],[125.566891,7.050216],[125.56708,7.050241],[125.567361,7.050307],[125.567482,7.050348],[125.56791,7.050542],[125.568168,7.050667],[125.568436,7.050785],[125.568716,7.05089],[125.568814,7.050918],[125.568884,7.050933],[125.568925,7.050951],[125.569017,7.051002],[125.569189,7.051114]]]}","Dumoy Water Supply System","Conjunctive Water","Dumoy Panorama","MATINA APLAYA"
9353,75,PVC,2000-10-10,308.813,"{""type"":""MultiLineString"",""coordinates"":[[[125.566924,7.049805],[125.56692,7.049804],[125.566913,7.049804],[125.566912,7.04981],[125.567039,7.049823],[125.567107,7.049823],[125.567358,7.049802],[125.567465,7.049799],[125.567516,7.049807],[125.567563,7.049819],[125.567768,7.049931],[125.567985,7.050011],[125.568424,7.05018],[125.568715,7.050306],[125.569195,7.050584],[125.569461,7.050754]]]}","Dumoy Water Supply System","Conjunctive Water","Dumoy Panorama","MATINA APLAYA"
13822,50,PVC,2000-10-10,197.438,"{""type"":""MultiLineString"",""coordinates"":[[[125.5080612,7.054454824],[125.50768,7.055005],[125.507043,7.055922]]]}","Tugbok Water Supply System","Conjunctive Water",Tugbok,"BAGO OSHIRO"
13823,50,PVC,2000-10-10,71.509,"{""type"":""MultiLineString"",""coordinates"":[[[125.507043,7.055922],[125.506649,7.055409]]]}","Tugbok Water Supply System","Conjunctive Water",Tugbok,"BAGO OSHIRO"
13906,50,PVC,2000-10-10,284.882,"{""type"":""MultiLineString"",""coordinates"":[[[125.508087251,7.05441798],[125.508323536,7.054585094],[125.508329536,7.054606094],[125.508331536,7.054629094],[125.508328536,7.054654094],[125.508307536,7.054700094],[125.507936,7.055235],[125.507618,7.05569],[125.507429,7.055948],[125.507255,7.056183],[125.507238,7.056188],[125.507225,7.056178],[125.507043,7.055922]]]}","Tugbok Water Supply System","Conjunctive Water",Tugbok,"BAGO OSHIRO"
17309,75,PVC,2000-10-10,43.328,"{""type"":""MultiLineString"",""coordinates"":[[[125.508300178,7.054088965],[125.508276178,7.054125965],[125.508087251,7.05441798]]]}","Tugbok Water Supply System","Conjunctive Water",Tugbok,"BAGO OSHIRO"
17310,75,PVC,2000-10-10,4.989,"{""type"":""MultiLineString"",""coordinates"":[[[125.508087251,7.05441798],[125.5080612,7.054454824]]]}","Tugbok Water Supply System","Conjunctive Water",Tugbok,"BAGO OSHIRO"
17325,100,PVC,2000-10-10,0.797,"{""type"":""MultiLineString"",""coordinates"":[[[125.569185,7.05112],[125.569189,7.051114]]]}","Dumoy Water Supply System","Conjunctive Water","Dumoy Panorama","MATINA APLAYA"
17326,100,PVC,2000-10-10,49.881,"{""type"":""MultiLineString"",""coordinates"":[[[125.569189,7.051114],[125.569461,7.050754]]]}","Dumoy Water Supply System","Conjunctive Water","Dumoy Panorama","MATINA APLAYA"
9356,50,PVC,2000-10-16,143.047,"{""type"":""MultiLineString"",""coordinates"":[[[125.568036,7.05139],[125.567816,7.051408],[125.567742,7.051416],[125.567675,7.051419],[125.567592,7.051414],[125.567348,7.051392],[125.566753,7.051312],[125.566749,7.051312]]]}","Dumoy Water Supply System","Conjunctive Water","Dumoy Panorama","MATINA APLAYA"
2985,50,PVC,2000-10-18,233.722,"{""type"":""MultiLineString"",""coordinates"":[[[125.629459,7.109471],[125.628237,7.108513],[125.628125,7.108423],[125.627798,7.108162]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama","ALFONSO ANGLIONGTO Sr."
15335,50,PVC,2000-10-21,133.405,"{""type"":""MultiLineString"",""coordinates"":[[[125.463727005,7.187945705],[125.463781883,7.187728894],[125.463792207,7.187693317],[125.464027,7.18685],[125.464007964,7.186786611],[125.464006964,7.186782611]]]}","Calinan Water Supply System","Conjunctive Water",Calinan,"CALINAN POBLACION"
9190,110,uPVC,2000-11-11,25.306,"{""type"":""MultiLineString"",""coordinates"":[[[125.572317633,7.047432936],[125.572202404,7.047630698]]]}","Dumoy Water Supply System","Conjunctive Water","Dumoy Panorama","MATINA APLAYA"
9214,110,uPVC,2000-11-11,7.515,"{""type"":""MultiLineString"",""coordinates"":[[[125.572167317,7.047688911],[125.572202404,7.047630698]]]}","Dumoy Water Supply System","Conjunctive Water","Dumoy Panorama","MATINA APLAYA"
17321,75,PVC,2000-11-15,8.777,"{""type"":""MultiLineString"",""coordinates"":[[[125.567728892,7.045977456],[125.567725892,7.045976456],[125.567722237,7.045975072],[125.567720101,7.04597956],[125.567658197,7.045952942]]]}","Dumoy Water Supply System","Conjunctive Water","Dumoy Panorama","MATINA APLAYA"
17322,50,PVC,2000-11-15,84.7,"{""type"":""MultiLineString"",""coordinates"":[[[125.567658197,7.045952942],[125.566970937,7.045613583]]]}","Dumoy Water Supply System","Conjunctive Water","Dumoy Panorama","MATINA APLAYA"
11823,50,PVC,2000-11-16,65.713,"{""type"":""MultiLineString"",""coordinates"":[[[125.547431,7.049831],[125.547545,7.049251],[125.54754568,7.049247949]]]}","Tugbok Water Supply System","Conjunctive Water",Tugbok,"TALOMO POBLACION"
8189,50,PVC,2000-11-17,49.464,"{""type"":""MultiLineString"",""coordinates"":[[[125.578076,7.095425],[125.577642,7.095315]]]}","Dumoy Water Supply System","Ground Water","Dumoy Panorama",MA-A
8190,75,PVC,2000-11-17,31.734,"{""type"":""MultiLineString"",""coordinates"":[[[125.578151,7.095148],[125.578076,7.095425]]]}","Dumoy Water Supply System","Ground Water","Dumoy Panorama",MA-A
8191,75,PVC,2000-11-17,33.665,"{""type"":""MultiLineString"",""coordinates"":[[[125.57823,7.094854],[125.578151,7.095148]]]}","Dumoy Water Supply System","Ground Water","Dumoy Panorama",MA-A
8192,50,PVC,2000-11-17,38.982,"{""type"":""MultiLineString"",""coordinates"":[[[125.578151,7.095148],[125.577806,7.095074]]]}","Dumoy Water Supply System","Ground Water","Dumoy Panorama",MA-A
8193,75,PVC,2000-11-17,57.994,"{""type"":""MultiLineString"",""coordinates"":[[[125.578737,7.09499],[125.57823,7.094854]]]}","Dumoy Water Supply System","Ground Water","Dumoy Panorama",MA-A
8653,75,PVC,2000-11-17,95.577,"{""type"":""MultiLineString"",""coordinates"":[[[125.578561532,7.094063483],[125.578539697,7.09411214],[125.578473672,7.094222107],[125.578397,7.094335],[125.578371,7.094382],[125.57823,7.094854]]]}","Dumoy Water Supply System","Ground Water","Dumoy Panorama",MA-A
17346,75,PVC,2000-11-17,63.67,"{""type"":""MultiLineString"",""coordinates"":[[[125.578076,7.095425],[125.577954,7.095965],[125.577951,7.095973],[125.577955,7.095986]]]}","Dumoy Water Supply System","Ground Water","Dumoy Panorama",MA-A
17347,100,PVC,2000-11-17,0.699,"{""type"":""MultiLineString"",""coordinates"":[[[125.577955,7.095986],[125.577956,7.095989],[125.577957,7.095992]]]}","Dumoy Water Supply System","Ground Water","Dumoy Panorama",MA-A
17348,50,PVC,2000-11-20,188.581,"{""type"":""MultiLineString"",""coordinates"":[[[125.608465639,7.102494205],[125.60916605,7.103959789],[125.60921605,7.104023789]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama","BUHANGIN POBLACION"
17349,75,PVC,2000-11-20,1.644,"{""type"":""MultiLineString"",""coordinates"":[[[125.60921605,7.104023789],[125.60922405,7.104032789],[125.60922605,7.104034789]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama","BUHANGIN POBLACION"
1411,100,PVC,2000-11-21,228.698,"{""type"":""MultiLineString"",""coordinates"":[[[125.618973143,7.090886577],[125.618976143,7.090888577],[125.619021625,7.090909156],[125.619200986,7.090981477],[125.619455,7.0911],[125.619578,7.091149],[125.619759,7.091211],[125.620173,7.091331],[125.620417,7.091401],[125.6204,7.091536],[125.620269,7.091908],[125.620268,7.091911]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama","GOV. PACIANO BANGOY"
1969,50,PVC,2000-11-21,22.814,"{""type"":""MultiLineString"",""coordinates"":[[[125.629238,7.094764],[125.629249,7.094558]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama","SAN ANTONIO"
1970,50,PVC,2000-11-21,10.236,"{""type"":""MultiLineString"",""coordinates"":[[[125.629157,7.094547],[125.629249,7.094558]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama","SAN ANTONIO"
1971,50,PVC,2000-11-21,25.125,"{""type"":""MultiLineString"",""coordinates"":[[[125.629249,7.094558],[125.629476,7.094572]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama","SAN ANTONIO"
1973,100,PVC,2000-11-21,25.071,"{""type"":""MultiLineString"",""coordinates"":[[[125.629469,7.094774],[125.629695813,7.094781623]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama","SAN ANTONIO"
1975,50,PVC,2000-11-21,21.668,"{""type"":""MultiLineString"",""coordinates"":[[[125.629695813,7.094781623],[125.629720578,7.094587263]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama","SAN ANTONIO"
1976,50,PVC,2000-11-21,42.256,"{""type"":""MultiLineString"",""coordinates"":[[[125.630102967,7.094578003],[125.629720578,7.094587263]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama","SAN ANTONIO"
1977,100,PVC,2000-11-21,41.839,"{""type"":""MultiLineString"",""coordinates"":[[[125.629695813,7.094781623],[125.630074536,7.094779643]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama","SAN ANTONIO"
1978,100,PVC,2000-11-21,22.52,"{""type"":""MultiLineString"",""coordinates"":[[[125.630102967,7.094578003],[125.630074536,7.094779643]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama","SAN ANTONIO"
1979,100,PVC,2000-11-21,21.714,"{""type"":""MultiLineString"",""coordinates"":[[[125.630132896,7.094383945],[125.630102967,7.094578003]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama","SAN ANTONIO"
1980,100,PVC,2000-11-21,16.915,"{""type"":""MultiLineString"",""coordinates"":[[[125.630227536,7.094773643],[125.630074536,7.094779643]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama","SAN ANTONIO"
1981,50,PVC,2000-11-21,22.325,"{""type"":""MultiLineString"",""coordinates"":[[[125.630304967,7.094572003],[125.630102967,7.094578003]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama","SAN ANTONIO"
1982,50,PVC,2000-11-21,20.459,"{""type"":""MultiLineString"",""coordinates"":[[[125.629720578,7.094587263],[125.629730856,7.094402554]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama","SAN ANTONIO"
1983,50,PVC,2000-11-21,44.462,"{""type"":""MultiLineString"",""coordinates"":[[[125.630132896,7.094383945],[125.629730856,7.094402554]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama","SAN ANTONIO"
1984,50,PVC,2000-11-21,111.649,"{""type"":""MultiLineString"",""coordinates"":[[[125.629730856,7.094402554],[125.629759703,7.094117813],[125.629783073,7.093987353],[125.629812036,7.09379827],[125.630211905,7.0937888]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama","SAN ANTONIO"
1985,100,PVC,2000-11-21,66.417,"{""type"":""MultiLineString"",""coordinates"":[[[125.630211905,7.0937888],[125.630190614,7.094007421],[125.630132896,7.094383945]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama","SAN ANTONIO"
1986,50,PVC,2000-11-21,19.443,"{""type"":""MultiLineString"",""coordinates"":[[[125.630211905,7.0937888],[125.630387905,7.0937888]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama","SAN ANTONIO"
1987,50,PVC,2000-11-21,12.06,"{""type"":""MultiLineString"",""coordinates"":[[[125.630241896,7.094389945],[125.630132896,7.094383945]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama","SAN ANTONIO"
6197,50,PVC,2000-11-29,2.569,"{""type"":""MultiLineString"",""coordinates"":[[[125.652116979,7.142767703],[125.652133277,7.142751127]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
22584,50,GI,2000-11-29,0.738,"{""type"":""MultiLineString"",""coordinates"":[[[125.652133277,7.142751127],[125.652129,7.142746]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
22585,50,PVC,2000-11-29,81.991,"{""type"":""MultiLineString"",""coordinates"":[[[125.652133277,7.142751127],[125.652157,7.142727],[125.652189,7.142711],[125.65252,7.14266],[125.65278,7.142616],[125.652854,7.142616]]]}","Cabantian Water Supply System","Bulk Water","Dumoy Panorama",SASA
347,50,PVC,2000-11-30,105.693,"{""type"":""MultiLineString"",""coordinates"":[[[125.609094075,7.054280793],[125.609110075,7.054295793],[125.609794,7.054929],[125.609795,7.054931]]]}","Dumoy Water Supply System","Conjunctive Water","Dumoy Panorama",BUCANA
2201,50,PVC,2000-12-01,220.064,"{""type"":""MultiLineString"",""coordinates"":[[[125.604104,7.098372],[125.604102,7.098344],[125.604045,7.097748],[125.603927,7.09639]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama","BARANGAY 19-B"
2406,100,PVC,2000-12-01,5.99,"{""type"":""MultiLineString"",""coordinates"":[[[125.604104,7.098372],[125.604108,7.098422],[125.604108,7.098426]]]}","Dumoy Water Supply System","Bulk Water","Dumoy Panorama","BARANGAY 19-B"
15508,50,PVC,2000-12-02,129.443,"{""type"":""MultiLineString"",""coordinates"":[[[125.458488,7.189489],[125.45803,7.189063],[125.458371,7.188637]]]}","Calinan Water Supply System","Conjunctive Water",Calinan,"CALINAN POBLACION"
17307,50,PVC,2000-12-02,1.175,"{""type"":""MultiLineString"",""coordinates"":[[[125.458379,7.188644],[125.458371,7.188637]]]}","Calinan Water Supply System","Conjunctive Water",Calinan,"CALINAN POBLACION"
17308,50,PVC,2000-12-02,85.503,"{""type"":""MultiLineString"",""coordinates"":[[[125.458371,7.188637],[125.458328,7.188598],[125.458016,7.188308],[125.457849,7.188154],[125.457803,7.188116],[125.457801,7.188114]]]}","Calinan Water Supply System","Conjunctive Water",Calinan,"CALINAN POBLACION"
17331,50,PVC,2000-12-05,140.076,"{""type"":""MultiLineString"",""coordinates"":[[[125.612366,7.058766],[125.612291,7.058807],[125.612184,7.05889],[125.612123,7.058956],[125.611796674,7.059254767],[125.611793487,7.059289436],[125.611785853,7.059317113],[125.611772591,7.05934478],[125.611747767,7.059378059],[125.611455874,7.059612079],[125.611452874,7.059615079]]]}","Dumoy Water Supply System","Conjunctive Water","Dumoy Panorama",BUCANA
17332,75,PVC,2000-12-05,3.253,"{""type"":""MultiLineString"",""coordinates"":[[[125.611452874,7.059615079],[125.61142984,7.059633406]]]}","Dumoy Water Supply System","Conjunctive Water","Dumoy Panorama",BUCANA
5313,50,PVC,2000-12-08,30.214,"{""type"":""MultiLineString"",""coordinates"":[[[125.621873,7.125845],[125.621981,7.126096]]]}","Cabantian Water Supply System","Conjunctive Water",Cabantian,CABANTIAN
5314,100,PVC,2000-12-08,50.225,"{""type"":""MultiLineString"",""coordinates"":[[[125.622335,7.125811],[125.621981,7.126096]]]}","Cabantian Water Supply System","Conjunctive Water",Cabantian,CABANTIAN
5315,100,PVC,2000-12-08,36.771,"{""type"":""MultiLineString"",""coordinates"":[[[125.623127,7.126036],[125.622808,7.126131]]]}","Cabantian Water Supply System","Conjunctive Water",Cabantian,CABANTIAN
5316,50,PVC,2000-12-08,68.494,"{""type"":""MultiLineString"",""coordinates"":[[[125.62268,7.125525],[125.622808,7.126131]]]}","Cabantian Water Supply System","Conjunctive Water",Cabantian,CABANTIAN
5317,100,PVC,2000-12-08,42.875,"{""type"":""MultiLineString"",""coordinates"":[[[125.622914,7.125218],[125.622831,7.125356],[125.622791,7.125407],[125.62268,7.125525]]]}","Cabantian Water Supply System","Conjunctive Water",Cabantian,CABANTIAN
5318,100,PVC,2000-12-08,49.537,"{""type"":""MultiLineString"",""coordinates"":[[[125.62268,7.125525],[125.62251,7.125672],[125.622335,7.125811]]]}","Cabantian Water Supply System","Conjunctive Water",Cabantian,CABANTIAN
5319,50,PVC,2000-12-08,50.269,"{""type"":""MultiLineString"",""coordinates"":[[[125.622335,7.125811],[125.622499,7.126235]]]}","Cabantian Water Supply System","Conjunctive Water",Cabantian,CABANTIAN
5320,100,PVC,2000-12-08,36.019,"{""type"":""MultiLineString"",""coordinates"":[[[125.622808,7.126131],[125.622499,7.126235]]]}","Cabantian Water Supply System","Conjunctive Water",Cabantian,CABANTIAN
5321,50,PVC,2000-12-08,33.161,"{""type"":""MultiLineString"",""coordinates"":[[[125.621981,7.126096],[125.622091,7.126375]]]}","Cabantian Water Supply System","Conjunctive Water",Cabantian,CABANTIAN
5322,50,PVC,2000-12-08,183.541,"{""type"":""MultiLineString"",""coordinates"":[[[125.622091,7.126375],[125.622183,7.126611],[125.622216,7.12665],[125.623508,7.126236]]]}","Cabantian Water Supply System","Conjunctive Water",Cabantian,CABANTIAN
5323,100,PVC,2000-12-08,47.655,"{""type"":""MultiLineString"",""coordinates"":[[[125.622499,7.126235],[125.622091,7.126375]]]}","Cabantian Water Supply System","Conjunctive Water",Cabantian,CABANTIAN
5324,100,PVC,2000-12-08,12.326,"{""type"":""MultiLineString"",""coordinates"":[[[125.623508,7.126236],[125.623526,7.126346]]]}","Cabantian Water Supply System","Conjunctive Water",Cabantian,CABANTIAN
5325,100,PVC,2000-12-08,37.184,"{""type"":""MultiLineString"",""coordinates"":[[[125.623449,7.125938],[125.623127,7.126036]]]}","Cabantian Water Supply System","Conjunctive Water",Cabantian,CABANTIAN
5326,100,PVC,2000-12-08,134.324,"{""type"":""MultiLineString"",""coordinates"":[[[125.623237,7.124742],[125.623449,7.125938]]]}","Cabantian Water Supply System","Conjunctive Water",Cabantian,CABANTIAN
